22;Staphylococcus;normal;http://latino.foxnews.com/latino/politics/2014/10/28/some-70-kids-poisoned-by-food-from-peru-state-run-program/;;;Notificada una intoxicación alimentaria por estafilococo en un colegio al norte de la provincia de Lambayeque tras consumir atún y leche presuntamente contaminadas por la bacteria;;Perú (Lambayeque);30/10/2014
23;Enfermedad pie-mano-boca;normal;http://timesofindia.indiatimes.com/city/mumbai/Spurt-in-hand-foot-mouth-disease/articleshow/44936762.cms;;;Notificado un aumento de casos respecto al 2013 en el país. ;;India;30/10/2014
24;Anthrax;normal;http://www.telegraphindia.com/1141028/jsp/frontpage/story_18971860.jsp#.VE_9yRbp-uR;;;Notificados un brote de anthrax en Kuruchdega, Simdega (Jharkhand) con al menos 7 fallecidos y otros 10 afectados.;;India (Jharkhand);30/10/2014
25;Enterovirus;normal;http://www.cbc.ca/news/canada/new-brunswick/enterovirus-d68-confirmed-in-fredericton-child-1.2814092;http://www.cdc.gov/non-polio-enterovirus/outbreaks/EV-D68-outbreaks.html;;Notificado el primer casos de enterovirus D68 en New Brunswick, la cepa que está afectando norteamérica y responsable de varios fallecimientos. Hasta hoy se han confirmado 1105 casos en 47 estados de norteamérica y el distrito de Columbia.;;Canadá (New Brunswick);30/10/2014
26;Violencia;normal;https://www.gov.uk/foreign-travel-advice/turkey;;;Se desaconsejan todos los viajes a menos de 10 km de la frontera con Siria. Así como viajes no esenciales a las áreas de Sirnak, Mardin, Sanliurfa, Gaziantep, Kilis y provincias Hatay, y a Siirt, Tunceli y Hakkari.;;Turquía;30/10/2014
27;Violencia;normal;https://www.gov.uk/foreign-travel-advice/lebanon;;;Se desaconseja todos los viajes que no sean esenciales al norte de Líbano.;;Líbano;30/10/2014
28;Meningitis vírica;normal;http://outbreaknewstoday.com/university-of-maryland-meningitis-outbreak-viral-not-bacterial-57705/;;;Notificado un brote de meningitis vírica en la universidad de Maryland con al menos 19 casos detectados. ;;Estados Unidos (Maryland);30/10/2014
29;Dengue;normal;http://outbreaknewstoday.com/taiwan-indigenous-dengue-fever-case-count-at-7425-since-summer-33605/;;;El número de casos autóctonos de dengue en Taiwan sigue aumentando: 1525 nuevos casos la semana pasada, 7425 casos desde el verano. Supone una cifra de 4200 casos el mes pasado. La ciudad de Kaohsiung  es la más afectada por el brote.  59 casos de la forma grave de la enfermedad, 7 fallecidos.;;Taiwan;30/10/2014
30;Gripe Aviar;normal;http://health.liputan6.com/read/2126759/2-pasien-flu-burung-di-rs-sardjito-meninggal-dunia;http://www.who.int/influenza/human_animal_interface/EN_GIP_20140727CumulativeNumberH5N1cases.pdf?ua=1;;Indonesia ha notificado 2 muertes por gripe aviar A(H5N1). Los pacientes procedentes de Bantul había sido tratados en el Jakarta Hospital Sardjito. Según la OMS desde su aparición en el 2003 el H5N1 se han diagnosticado 197 casos, de los cuales 165 fallecieron. Indonesia es uno de los países más afectados en el mundo, probablemente por su alta densidad de población y presencia de animales domésticos.;;Indonesia (Bantul);31/10/2014
31;E coli;normal;http://www.eurosurveillance.org/ViewArticle.aspx?ArticleId=20946;;;Eurosurveillance acaba de publicar un estudio donde identifica la verocitoxina de E.Coli productora de O117 que había producido sintomatología en 9 hombres que tenían sexo con hombres entre noviembre de 2013 y agosto de 2014. La mayoría eran VIH-positivos con un alto número de parejas sexuales. Destaca la importancia de mejorar y fortalecer las medidas para disminuir la transmisión fecal-oral de la infección y aumentar la concienciación en este colectivo.;;Reino Unido (Londres);31/10/2014
32;Ébola;normal;http://www.hosteltur.com/181140_australia-prohibe-entrada-viajeros-paises-africanos-afectados-ebola.html;;;Australia prohíbe la entrada a viajeros de países africanos afectados por el ébola (Sierra Leona, Guinea y Liberia). Es el primer país occidental en tomar una medida de este tipo. El Gobierno ha informado que cancelará y negará visas temporales a las personas que aún no hayan viajado y no procesará nuevas solicitudes. Respecto a quienes tienen visas permanentes pero que no hayan viajado aún a Australia deberán someterse a una cuarentena de 21 días antes de entrar en el país.;;Australia;31/10/2014
33;Lyssavirus (ABLV);normal;http://www.psnews.com.au/nsw/Page_NSWpsn3907.html;;;El gobierno del país ha instado a tomar medidas de precaución a la hora de estar en contacto con murciélagos tras detectar en la presenica del Lyssavirus Nueva Gales del Sur en lo que va de año. En en Queensland se han producido 3 fallecimientos por la enfermedad. En septiembre 32 personas requirieron vacunación antirrábica postexposición en la región. Octubre y noviembre son los meses tradicionales de cría de estos mamíferos. Se ha habilitado un teléfono de contacto para personas que tengan contacto con estos animales 1300 094 737;;Australia  (Nueva Gales del Sur);31/10/2014
34;Cólera;normal;http://www.spyghana.com/mr-anthony-cudjoe-metropolitan-chief-executive/;;;Notificados 86 casos sospechosos de la enfermedad en Ahenkofi, Sekondi, Kwesimintsim Zongo y New Takoradi.;;Ghana (Occidental);31/10/2014
35;Armas químicas;normal;http://www.washingtonpost.com/world/middle_east/islamic-state-militants-allegedly-used-chlorine-gas-against-iraqi-security-forces/2014/10/23/c865c943-1c93-4ac0-a7ed-033218f15cbb_story.html;;;Notificado un ataque con gas chlorine (arma química) a policías del país al norte de la capital. El ataque ha sido reivindicado por miembros del Estado islámico. Según fuentes del ministerio de defensa del país no es el primer atentado de este tipo que realizan.;;Iraq (Dhuluiyah);31/10/2014
36;Cólera;normal;http://www.iol.co.za/news/africa/cholera-outbreak-hits-niger-un-1.1771507#.VFNG4GK9KSM;;;Notificados 1300 casos de cólera en Níger en lo que va de año, 51 fallecidos (38 de ellas en septiembre) El aumento de casos está en relación con las inundaciones que ha sufrido el país desde junio de 2014. Es una región especialmente vulnerable la zona del sureste (Diffa) donde viven más de 105000 refugiados;;Níger (Sur);31/10/2014
37;Cólera;normal;http://www.trust.org/item/20141031115223-x4lwg/?source=fiTheWire;;;África Occidental está intentando controlar un brote de cólera que se ha propagado desde Nigeria a los países vecinos, exacerbado por la inseguridad y la oleadas de refugiados que huyen de la insurgencia islamista en norte del país. Unas 33000 personas en Nigeria y miles más en los países vecinos han contraído la enfermedad.;;Africa Occidental;31/10/2014
38;Fiebre hemorrágica Crimea Congo;normal;http://www.dawn.com/news/1140610/jpmc-confirms-one-naegleria-two-congo-fever-cases;;;Notificados 2 casos de fiebre hemorrágica Congo-Crimea en el Jinnah Postgraduate Medical Centre (JPMC), ambos proceden de Korangi. Anualmente se producen unos 50-60 casos de la enfermedad en el país.;;Pakistán (Karachi);31/10/2014
39;Leishmaniosis visceral;normal;https://www.radiodabanga.org/node/82417;;;Notificado un brote de leishmaniasis visceral en Abu Karshola locality, South Kordofan, más de 1000 personas infectadas. ;;Sudán del Sur (Abu Karshola);31/10/2014
40;Vibrio vulnificus;normal;http://outbreaknewstoday.com/vibrio-vulnificis-death-reported-in-st-lucie-county-37071/;;;El número de casos notificados en Florida de vibrio vulnificus en lo que va de año asciende a 25 con 5 fallecidos. En 2013, se notificaron 41 casos y 11 fallecidos (El número más alto de casos de los últimos 6 años);;Estados Unidos (Florida);31/10/2014
41;Leishmaniosis cutánea;normal;http://wwwnc.cdc.gov/eid/article/20/3/13-1152_article;http://www.plosone.org/article/info%3Adoi%2F10.1371%2Fjournal.pone.0035671#pone.0035671.s036;;Afganistán es el primer país mundial en incidencia de leishmaniosis cutánea (155 casos/100000 habitantes en el 2010). Siendo un verdadero problema de salud pública. L. tropica es endémica en el país. Presente en Kabul, Herat y Kandahar, y como focos independientes Charikar, valle de Panjsheer, valle de Gorband y pueblos limítrofes de Kandahar.;;Afganistán;28/02/2014
42;Atentado;normal;http://www.elmundo.es/internacional/2014/01/17/52d969eaca4741f8798b4581.html;;;Al menos 14 muertos en un ataque de los talibán en el restaurante Tavern du Liban frecuentado por extranjeros Kabul (está en el barrio de Wazir Akbar Khan, donde se localizan diversas embajadas, agencias de noticias y ONG internacionales, y viven muchos extranjeros). Los talibán han reivindicado el ataque y han informado de que el objetivo eran diversos oficiales alemanes que se encontraban dentro del restaurante. Los talibán suelen protagonizar un gran atentado en la capital afgana cada año durante los meses de enero y febrero, ante la imposibilidad de llevar a cabo ataques en las zonas rurales ya que la mayor parte del país está nevado y los desplazamientos resultan complicados.;;Afganistán;28/01/2014
43;Atentado;normal;http://www.elmundo.es/internacional/2014/04/24/5358b5c822601d81348b456b.html;;;3 médicos estadounidenses que trabajaban en el prestigioso hospital Cure de Kabul han sido asesinados y otros 2 médicos locales heridos en un atentado. El agresor es un policía que se encargaba de la seguridad del centro sanitario. El hospital es un referente sanitario en el país. Los hospitales que ofrecen una atención sanitaria de una cierta calidad en Afganistán cuentan siempre con respaldo de facultativos extranjeros. El ataque de hoy es el sexto contra civiles extranjeros en Afganistán desde el inicio del año. Hasta ahora los militares y policías internacionales eran objetivo, pero nunca lo habían sido los civiles. ;;Afganistán;24/04/2014
44;Atentado;normal;http://www.elmundo.es/internacional/2014/07/24/53d0c49bca474193608b4576.html;;;2 cooperantes finlandesas asesinadas en Herat, al oeste del país. Las organizaciones y el personal extranjero han sido objeto de ataques en los últimos meses por parte de los insurgentes. Afganistán atraviesa una de sus etapas más sangrientas después de que el año pasado las fuerzas de seguridad afganas se hicieran responsables de la seguridad tras la retirada paulatina de la misión de la OTAN (ISAF), que culminará definitivamente a finales de 2014. ;;Afganistán;24/07/2014
45;Polio;normal;http://fundacionio.org/viajar/enfermedades/polio.html;;;Notificados varios casos de la enfermedad en lo que va de año. Provincias de Kunar y Kandahar.;;Afganistán;01/05/2013
46;Polio;normal;http://polioeradication.org/Dataandmonitoring/Poliothisweek.aspx;;;Notificados 2 casos nuevos de wild poliovirus type 1 (WPV1) la pasada semana. En número total de casos en el 2013 asciende a 14. El primer caso del 2014 se ha producido en Alingar, provincia de Laghman province, Eastern Region.;;Afganistán;04/02/2014
47;Polio;normal;http://www.bbc.com/news/world-asia-26121732;;;Notificado el primer caso de la enfermedad en Kabul desde el 2001. ;;Afganistán;16/02/2014
48;Polio;normal;http://polioeradication.org/Dataandmonitoring/Poliothisweek.aspx;http://www.polioeradication.org/Dataandmonitoring/Poliothisweek/Circulatingvaccinederivedpoliovirus.aspx;;En lo que va de año se han notificado 8 casos de polio en el país (14 casos en todo el 2013);;Afganistán;08/09/2014
49;Encefalitis centroeuropea;normal;http://www.eurosurveillance.org/ViewArticle.aspx?ArticleId=20477;;;Se ha informado la existencia probable de la enfermedad en el país. Se trata de una enfermedad prevenible mediante vacunación, que debe considerarse en turistas y habitantes de zonas boscosas.;;Albania;01/05/2014
50;Drogas;normal;http://www.trust.org/item/20131101135156-681gv;;;Medios locales han informado sobre la intoxicación de cientos de trabajadores en Lazarat en una plantación ilegal de cannabis (Síndrome hiperémetico por cannabis), teniendo que ser tratados en el hospital de la ciudad de Gjirokastra al sur del país. Lazarat se ha convertido en un sinónimo de anarquía en Albania. Un informe internacional de control de narcóticos del Departamento de Estado de EE.UU. para 2013 sitúa a Albania como país de tránsito y destino para el cannabis, la heroína y la cocaína. ;;Albania;01/11/2013
51;Anthrax;normal;http://www.ishp.gov.al/informacion-paraprak/;;;Notificados 4 casos de anthrax en el país en la villa de Great Arrez, municipio de Luftinje. La infección se produjo tras la manipulación de la carne de una vaca enferma por la enfermedad. Los afectados están siendo tratados en el hospital Tepelenë. La notificación de casos en el país parece indicar que casos como el referido pueden ser frecuentes en determinadas zonas ganaderas del país.;;Albania;07/04/2014
52;Resistencia antibióticos;normal;http://www.theatlantic.com/health/archive/2014/10/invincible-bacteria-in-the-middle-east/381671/;http://www.theatlantic.com/health/archive/2014/10/invincible-bacteria-in-the-middle-east/381671/;;Un informe de la OMS advierte de la amplia resistencia a los antibióticos en la región del Mediterráneo Oriental. En particular, E. coli con resistencia a cefalosporinas de tercera generación y las fluoroquinolonas. La resistencia a cefalosporinas de tercera generación en K. pneumoniae también es alta. En algunas zonas, más de la mitad de Staphylococcus aureus son resistentes a la meticilina (SARM), lo que implica que el tratamiento con antibióticos estándar no funcionaría. El informe pone de manifiesto importantes lagunas en el seguimiento de la resistencia a los antibióticos en la Región.;;Europa Oriental;01/11/2014
53;Conjuntivitis;normal;http://www.deccanherald.com/content/438737/large-number-conjunctivitis-cases-reported.html;http://www.cdc.gov/mmwr/pdf/wk/mm6232.pdf;;Notificado un aumento de casos de conjuntivitis en el último mes en zonas urbanas del distrito de Mysore, estado de Karnataka. Los adenovirus son la causa más frecuntemente encontrada en brotes como este.;;India (Mysore);01/11/2014
54;Ébola;severa;http://af.reuters.com/article/topNews/idAFKBN0IK15V20141031;;;La OMS ha informado de 2 casos sospechos de ébola  en relación con el caso índice.  141 personas mantuvieron contacto con él, 57 de ellas ya han sido identificadas.;;Malí;01/11/2014
55;Crisis política;normal;https://www.gov.uk/foreign-travel-advice/burkina-faso;http://www.rtve.es/noticias/20141031/miles-manifestantes-exigen-burkina-faso-dimision-del-presidente-compaore/1039800.shtml;;Debido a la situación política del país, se recomienda no viajar al norte de la ciudad de Boulsa , debido a su proximidad de la frontera con Malí . Así como  evitar todo viaje que no sea esencial al resto del país .;;Burkina Faso;01/11/2014
56;Volcán;normal;https://www.gov.uk/foreign-travel-advice/ecuador/natural-disasters;;;Notificado un aumento de la actividad sísmica para los volcanes Chiles y Cerro Negro. Se ha elevado la alerta a naranja.;;Ecuador (volcán Chiles);01/11/2014
57;Gripe aviar;normal;http://www.cidrap.umn.edu/news-perspective/2014/10/news-scan-oct-31-2014;http://jid.oxfordjournals.org/content/early/2014/10/25/infdis.jiu529.short;http://www.who.int/influenza/human_animal_interface/EN_GIP_20140727CumulativeNumberH5N1cases.pdf?ua=1;Un reciente estudio ha revelado una seroprevalencia de gripe aviar H5N1 en el 2% de los egipcios expuestos a aves. Esta prevalencia demuestra que el número de casos no se notifica en la mayoía de las ocasiones y que la tasa de letalidad está en gran medida sobreestimada. Egipto es el segundo país del mundo en notificación de casos de gripe aviar H5N1;;Egipto;02/11/2014
58;Triquinosis;normal;http://fundacionio.org/viajar/enfermedades/triquinosis.html;;;Notificado un lote de salchichas de carne de jabalí que no han pasado control veterinario. Y son potencialmente portadoras de Trichinella. Distribuídas en el mercado de Saxony. Sajonia. ;;Alemania;01/04/2013
59;Dengue;normal;mailto:jonassi@gmx.de;;;Notificado un caso de dengue importado en una viajera procedente de Japón (Isla de Honshu - Fuefuki). La enfermedad tuvo que haberse adquirió localmente en las zonas visitadas por la paciente. El diagnóstico de este caso implica la presencia de más casos en esas zonas. Es la primera que que se notifica un caso importado de la enfermedad a otro país desde Japón.;;Alemania;10/01/2014
60;Huelga;normal;http://www.hosteltur.com/145530_lufthansa-cancela-3800-vuelos-huelga-pilotos.html;;;La compañía aérea alemana Lufthansa ha cancelado 3.800 vuelos por la huelga de pilotos convocada para los días 2,3 y 4 de abril. El paro afectará a cerca de 450.000 pasajeros.;;Alemania;01/04/2014
61;Dirofilaria repens;normal;http://www.eurosurveillance.org/ViewArticle.aspx?ArticleId=20790;http://www.plosone.org/article/info%3Adoi%2F10.1371%2Fjournal.pone.0096607;;Eurosurveillance acaba de publicar un caso autóctono de la infección por el nematodo Dirofolaria repens en un paciente en el estado de Saxony-Anhalt, el paciente presentaba un nódulo cutáneo y picor, al analizar el nódulo se pudo diagnosticar la enfermedad. Es la primera vez que se describe una infección autóctona de este tipo en el país y parece estar en relación con haber encontrado recientemente el parásito en mosquitos procedentes del este del país.;;Alemania;11/05/2014
62;Fiebre Q;normal;http://www.br.de/nachrichten/unterfranken/q-fieber-welle-sulzfeld-100.html;;;Notificados al menos 12 casos de la enfermedad y otros 25 sospechosos en Sulzfeld (distrito de Rhoen-Grabfeld). 6 de ellos han tenido que ser hospitalizados por procesos respiratorios o neumonías. Se piensa que el origen de brote pueden ser las ovejas. Existe el precedente en el país de 2 grandes brotes, en el 2003 (299 casos) asociado con un oveja contaminada en un mercado de Soest (North Rhine-Westphalia), en el 2005 (331 cases, 188 de ellos confirmados) en Jenna.;;Alemania;12/05/2014
63;Vibrio vulnificus;normal;http://www.br.de/nachrichten/unterfranken/q-fieber-welle-sulzfeld-100.html;;;Notificados 6 casos de infección por la bacteria vibrio vulnificus con 1 fallecido en veraneantes en la isla de Usedom (Mecklemburgo-Pomerania Occidental). La bacteria, que es ubicua se encuentra sobre todo en el Golfo de México, pero también se puede encontrar en zonas del Mar Báltico. Se propaga mejor en aguas salobres con temperaturas superiores a 20 °C. Las últimas muertes en Alemania por la bacteria se remontan al 2010.;;Alemania;15/09/2014
64;Legionela;normal;http://www.heilpraxisnet.de/naturheilpraxis/kreis-dueren-behoerden-warnen-vor-legionellen-901853446308.php;;;Notificado un brote de legionela en Dueren (North Rhine-Westphalia) se está investigando el origen del contagio. En 2013 hubo otro brote en Warstein (North Rhine-Westphalia) con al menos 160 afectados. ;;Alemania;22/09/2014
65;Sífilis;normal;http://thefootballexaminer.com/health-5/more-hiv-and-syphilis-in-saxony-anhalt-5618.html;;; Notificado un aumento de casos de sífilis en la región Saxony-Anhalt en Alemania. Según el Robert Koch Institute (RKI) en el 2013 se notificaron 90 casos nuevos de sífilis en la región, respecto a los 79 del 2012 o los 35 del 2011. ;;Alemania;23/10/2014
66;Hepatitis E;normal;http://www.newindianexpress.com/states/odisha/Hepatitis-in-Sambalpur/2014/10/31/article2501156.ece;;;Notificado un brote de hepatitis E en Sambalpur en relación con el consumo de agua contaminada. ;;India (Sambalpur);02/11/2014
67;Listeriosis;normal;http://www.globalpost.com/dispatch/news/xinhua-news-agency/141031/french-labs-confirm-source-listeria-outbreak-macedonia;http://www.cdc.gov/listeria/surveillance.html;;Notificado un brote de listeriosis en el país en relación con consumo de productos de cerdo (Extra Mein) fabricado por un compañía de Kumanovo. 10 afectados incluyendo 5 fallecidos.;;Macedonia;02/11/2014
68;Contaminación;normal;http://ccaa.elpais.com/ccaa/2014/10/31/madrid/1414790308_966183.html;;;La contaminación por dióxido de nitrógeno se encuentra en niveles elevados. El ayuntamiento de madrid tiene tres niveles de actuación: el preaviso, el aviso y la alerta (legislación comunitaria). El preaviso se activa cuando dos estaciones de una misma zona superan los 200 microgramos por metro cúbico de dióxido de nitrógeno durante dos horas consecutivas. El nivel de aviso (regulado por la Unión Europea) se alcanza cuando dos estaciones medidoras de la misma zona superan los 250 microgramos por metro cúbico de dióxido de nitrógeno durante dos horas consecutivas. ;;España (Madrid);02/11/2014
69;Libertad de expresión;normal;http://internacional.elpais.com/internacional/2014/11/01/actualidad/1414875816_455490.html;;;"8 personas condenadas a tres años de cárcel en Egipto por simular una boda gay acusados de ""libertinaje"" y “promoción del vicio”. La homosexualidad no está tipificada como delito en Egipto. Sin embargo, las autoridades, amparándose en la moral profundamente conservadora de la sociedad, han utilizado cargos vagos como el de “libertinaje” para perseguir judicialmente a la comunidad gay desde hace años. Según los grupos de defensa de los derechos de las minorías sexuales, en el último año se ha acentuado especialmente el hostigamiento policial, y al menos 80 personas han sido arrestadas.";;Egipto;02/11/2014
70;Coronavirus;normal;http://www.thejakartapost.com/news/2014/10/30/jambi-reports-pilgrims-infected-with-mers.html;;;Notificados 2 posibles casos de nuevo coronavirus (MERS-CoV) en 2 peregrinos procedentes de Arabia Saudita. Los pacientes están bajo aislamiento en el Pinang Minang Masak pavilion del Raden Mattaher Hospital (RSUD), Jambi.;;Indonesia;02/11/2014
71;Encefalitis transmitida por garrapatas;normal;http://www.nakanune.ru/news/2014/08/25/22366122;;;Notificados 3 fallecidos en la región de Sverdlovsk por encefalitis transmitida por garrapatas. En lo que va de año 656 personas han sido doiagnosticadas en hospitales de la región. Supone 15.8 por cada 100000 habitantes, 1.5 veces superior en comparación con el mismo período del 2013. Existe una vacuna preventiva para la enfermedad.;;Rusia (Sverdlovsk);02/11/2014
72;West Nile Virus;normal;http://www.reporteepidemiologico.com/wp-content/uploads/2014/10/REC-1468.pdf;;;Notificado 1 fallecimiento por west nile virus en San Diego, California. Se trata de la primera víctima de la región en 7 años. En lo que va de año se han producido 7 casos en San Diego. En el 2008 se produjo el mayor número de afectados en la zona, 36 casos.;;Estados Unidos (California);02/11/2014
73;Dengue;normal;http://fundacionio.org/viajar/enfermedades/dengue.html;;;Notificado un brote de dengue en la capital y alrededores. Se trata de una enfermedad emergente en este país, hasta ahora no diagnosticada.;;Angola;01/05/2013
74;Dengue;normal;http://diariodigital.sapo.pt/news.asp?id_news=647465;;;Notificados 1008 casos en lo que va de año en el país, 736 confirmados. Destacan 30 de ellos en 2 nuevas provincias: Cuanza Sul and Uije. ;;Angola;01/08/2013
